"index"	"input_logprob"	"output_logprob"	"shift_freq"	"correct"	"shift"	"shift_level"	"pred"
2743	-34.5093803405762	-30.0000686645508	12	1	6	6	0.198812536012569
2744	-40.1649208068848	-30.000072479248	12	0	6	6	0.212833830753804
2745	-28.5868530273438	-30.000072479248	12	1	6	6	0.184885980101362
2746	-36.3605728149414	-29.9999237060547	12	1	6	6	0.203325458590011
2747	-34.7487411499023	-30.0000801086426	12	0	6	6	0.199391520986992
2748	-34.8651580810547	-30.0000801086426	12	1	6	6	0.199673627388528
2749	-40.3705902099609	-30.0000801086426	12	0	6	6	0.213357003059001
2750	-33.941463470459	-29.9999160766602	12	1	6	6	0.197445003271765
2751	-39.9188041687012	-30.0000839233398	12	1	6	6	0.21220880626761
2752	-36.8597145080566	-29.9999084472656	12	0	6	6	0.20455504909821
2753	-36.7110786437988	-29.9999046325684	12	0	6	6	0.20418839868556
2754	-42.7084159851074	-29.9999046325684	12	0	6	6	0.219372222449295
2755	-35.6283950805664	-29.9999046325684	12	0	6	6	0.20153215834506
2756	-38.3273391723633	-30.0000953674316	12	0	6	6	0.208200192241455
2757	-32.0778961181641	-29.9999008178711	12	0	6	6	0.193003149887169
2758	-40.1210594177246	-30.0001029968262	12	0	6	6	0.212722073494124
2759	-32.8850212097168	-30.0001029968262	12	0	6	6	0.194915809366488
2760	-31.6392135620117	-30.0001068115234	12	0	6	6	0.1919668167603
2761	-39.168342590332	-30.0001068115234	12	1	6	6	0.210311373587752
2762	-41.7484474182129	-30.0001068115234	12	1	6	6	0.216886320813873
2763	-36.1052551269531	-29.9998893737793	12	1	6	6	0.202699024858841
2764	-35.2068176269531	-29.9998893737793	12	1	6	6	0.200505017457033
2765	-38.475399017334	-29.9998893737793	12	1	6	6	0.208572683536924
2766	-35.1100616455078	-30.0001106262207	12	0	6	6	0.200267787911206
2767	-37.8516120910645	-30.0001106262207	12	0	6	6	0.207012701491522
2768	-35.7768325805664	-30.0001106262207	12	1	6	6	0.201892913252809
2769	-37.0117073059082	-29.999885559082	12	1	6	6	0.204930733815735
2770	-35.1919898986816	-30.000114440918	12	1	6	6	0.200466907867118
2771	-33.3739166259766	-30.000114440918	12	1	6	6	0.196082316666868
2772	-38.9425392150879	-30.000114440918	12	0	6	6	0.20974289759188
2773	-40.7297630310059	-30.0001182556152	12	0	6	6	0.214272658801311
2774	-36.1179389953613	-30.0001182556152	12	0	6	6	0.202728025096272
2775	-32.9704093933105	-30.0001182556152	12	0	6	6	0.195119048017307
2776	-35.0158615112305	-29.9998741149902	12	0	6	6	0.200041135898856
2777	-38.8741989135742	-29.999870300293	12	0	6	6	0.209573388233519
2778	-36.4734573364258	-30.000129699707	12	0	6	6	0.203601127366056
2779	-38.8828163146973	-30.0001335144043	12	0	6	6	0.209592569318065
2780	-43.5284843444824	-30.0001335144043	12	1	6	6	0.221508082230924
2781	-35.031494140625	-30.0001335144043	12	0	6	6	0.200076733878751
2782	-35.7134246826172	-30.0001373291016	12	0	6	6	0.201737701503996
2783	-36.4923248291016	-29.9998588562012	12	0	6	6	0.20365004257167
2784	-38.448673248291	-30.0001411437988	12	1	6	6	0.2085033980835
2785	-33.9457130432129	-29.9998512268066	12	1	6	6	0.197455803929538
2786	-38.458797454834	-29.9998512268066	12	0	6	6	0.208531466954572
2787	-35.0719985961914	-29.9998435974121	12	0	6	6	0.200177742162097
2788	-33.422924041748	-29.9998435974121	12	1	6	6	0.19620197635553
2789	-39.8283576965332	-30.0001564025879	12	0	6	6	0.211978802569931
2790	-38.5235481262207	-30.0001564025879	12	0	6	6	0.208690789553278
2791	-31.9386672973633	-29.9998397827148	12	1	6	6	0.192674895930472
2792	-38.9715881347656	-30.0001602172852	12	0	6	6	0.209815526544807
2793	-42.257511138916	-30.0001602172852	12	0	6	6	0.21820047398394
2794	-37.5904426574707	-29.9998359680176	12	1	6	6	0.206365545860354
2795	-40.1397933959961	-29.9998359680176	12	1	6	6	0.212772218957148
2796	-37.1727256774902	-29.9998359680176	12	0	6	6	0.205329520635999
2797	-30.9446868896484	-29.9998359680176	12	1	6	6	0.190339996128202
2798	-42.2613754272461	-29.9998359680176	12	0	6	6	0.218213618359275
2799	-44.2015991210938	-30.0001640319824	12	1	6	6	0.22327384104839
2800	-29.8706092834473	-37.5001182556152	12	0	6	6	0.1312173857789
2801	-41.6396598815918	-37.5001487731934	12	0	6	6	0.152945851811744
2802	-35.3880805969238	-37.5002288818359	12	1	6	6	0.141057613987806
2803	-32.6887245178223	-37.5003623962402	12	0	6	6	0.136167243080572
2804	-42.9797630310059	-37.5003967285156	12	0	6	6	0.155596692557359
2805	-40.902229309082	-37.5004463195801	12	1	6	6	0.151499829475686
2806	-39.9609985351562	-37.4994735717773	12	0	6	6	0.149680293902998
2807	-31.0655555725098	-37.4993553161621	12	0	6	6	0.133303008587445
2808	-33.9240264892578	-37.5007133483887	12	0	6	6	0.138384459776708
2809	-37.0281562805176	-37.4992485046387	12	1	6	6	0.144106332646092
2810	-36.3562202453613	-37.4992179870605	12	0	6	6	0.142853710740237
2811	-34.3947906494141	-37.5009918212891	12	0	6	6	0.139236380757542
2812	-41.1630744934082	-37.4989204406738	12	1	6	6	0.152020435703209
2813	-39.6033248901367	-37.4988975524902	12	0	6	6	0.148995081593411
2814	-35.7752914428711	-37.5011177062988	12	1	6	6	0.141764754490089
2815	-40.6746253967285	-37.5011215209961	12	0	6	6	0.1510515459935
2816	-39.7838020324707	-37.4988212585449	12	0	6	6	0.149343154778503
2817	-34.8067359924316	-37.5011825561523	12	1	6	6	0.139985824706044
2818	-44.9869384765625	-37.4987716674805	12	0	6	6	0.159652231028888
2819	-32.7260055541992	-37.4987144470215	12	1	6	6	0.136244806910559
2820	-35.0630950927734	-37.5014152526855	12	1	6	6	0.140453134586168
2821	-36.345531463623	-37.4984855651855	12	0	6	6	0.142838949796761
2822	-35.7556953430176	-37.498477935791	12	0	6	6	0.141746830488352
2823	-39.2522583007812	-37.501522064209	12	0	6	6	0.148302151712882
2824	-38.7524452209473	-37.5015449523926	12	0	6	6	0.147346729145211
2825	-36.3926811218262	-37.5016098022461	12	0	6	6	0.142904813530035
2826	-33.0267715454102	-37.4983863830566	12	0	6	6	0.136784905163859
2827	-26.4327545166016	-37.5016212463379	12	0	6	6	0.125375472350534
2828	-35.3159065246582	-37.4983100891113	12	0	6	6	0.140938192463412
2829	-39.7026634216309	-37.4982719421387	12	0	6	6	0.149190794665012
2830	-42.7793502807617	-37.4982719421387	12	0	6	6	0.155213441188856
2831	-34.9651794433594	-37.4981651306152	12	0	6	6	0.140296155019525
2832	-36.7408752441406	-37.5018539428711	12	0	6	6	0.143551377904644
2833	-38.5784187316895	-37.4981155395508	12	0	6	6	0.147039756783878
2834	-37.8078117370605	-37.5019035339355	12	1	6	6	0.145552687107103
2835	-43.0216598510742	-37.4980659484863	12	1	6	6	0.155697634506442
2836	-41.3041114807129	-37.501953125	12	0	6	6	0.152274238943711
2837	-34.045539855957	-37.5019569396973	12	0	6	6	0.138595989196958
2838	-33.8339576721191	-37.5019874572754	12	1	6	6	0.138212982514281
2839	-39.7325401306152	-37.5020751953125	12	0	6	6	0.149220905469883
2840	-31.9262580871582	-37.5021171569824	12	0	6	6	0.134800632671183
2841	-32.2867050170898	-37.4978294372559	12	1	6	6	0.135468242355432
2842	-40.621524810791	-37.5021858215332	12	0	6	6	0.1509405145448
2843	-38.0515785217285	-37.4977684020996	12	1	6	6	0.146042547983426
2844	-33.157054901123	-37.5022621154785	12	0	6	6	0.136992428568671
2845	-39.0307197570801	-37.4977340698242	12	1	6	6	0.147905232384632
2846	-35.8615112304688	-37.4977073669434	12	0	6	6	0.141947582765444
2847	-32.6894416809082	-37.4975929260254	12	1	6	6	0.136187032718581
2848	-42.4974555969238	-37.5024223327637	12	1	6	6	0.154622648416761
2849	-34.0115127563477	-37.4975395202637	12	0	6	6	0.138564322044017
2850	-37.5476112365723	-37.5025596618652	12	0	6	6	0.145057782719872
2851	-26.8146781921387	-37.4973793029785	12	0	6	6	0.126038803069654
2852	-38.8055381774902	-37.4972534179688	12	1	6	6	0.14747861368123
2853	-31.8372840881348	-37.4972152709961	12	0	6	6	0.134675725363687
2854	-41.064022064209	-37.5027885437012	12	0	6	6	0.151798510183296
2855	-36.934497833252	-37.5028038024902	12	0	6	6	0.143906271121842
2856	-36.2534599304199	-37.5028648376465	12	0	6	6	0.14263757373518
2857	-37.4481353759766	-37.4970970153809	12	0	6	6	0.144909167177541
2858	-43.2866973876953	-37.4970664978027	12	0	6	6	0.156234451775233
2859	-35.8049621582031	-37.4970664978027	12	1	6	6	0.1418475494202
2860	-34.7702407836914	-37.4970626831055	12	0	6	6	0.139947349616592
2861	-36.1758041381836	-37.4970550537109	12	1	6	6	0.142533890080678
2862	-43.9902381896973	-37.5029525756836	12	0	6	6	0.157602323245073
2863	-33.6634979248047	-37.5029563903809	12	0	6	6	0.137898683805108
2864	-39.0962448120117	-37.4969749450684	12	1	6	6	0.148036006393282
2865	-38.1567764282227	-37.4969749450684	12	0	6	6	0.146247339155533
2866	-33.4409484863281	-37.4969139099121	12	0	6	6	0.137538487128965
2867	-38.3288269042969	-37.5030937194824	12	1	6	6	0.146530081704698
2868	-39.2078285217285	-37.4967765808105	12	1	6	6	0.148251071965362
2869	-41.4026374816895	-37.5034713745117	12	1	6	6	0.152456154909866
2870	-41.0022010803223	-37.5035438537598	12	1	6	6	0.151672262676193
2871	-44.8875541687012	-37.5036582946777	12	0	6	6	0.159412829510191
2872	-38.1745796203613	-37.4962882995605	12	1	6	6	0.146285939886651
2873	-39.0837669372559	-37.4962882995605	12	0	6	6	0.148017051349649
2874	-35.7329177856445	-37.5038032531738	12	0	6	6	0.141667999065658
2875	-41.6109313964844	-37.5038642883301	12	1	6	6	0.152862053787327
2876	-39.501651763916	-37.5038795471191	12	1	6	6	0.148763747941228
2877	-35.914119720459	-37.4961051940918	12	0	6	6	0.142055920376453
2878	-36.2884788513184	-37.5039138793945	12	1	6	6	0.142695268645864
2879	-34.2744789123535	-37.5039443969727	12	0	6	6	0.138997679015047
2880	-37.7809448242188	-37.5039939880371	12	1	6	6	0.145487233260258
2881	-25.2337341308594	-37.4960021972656	12	1	6	6	0.12342876255877
2882	-38.1235046386719	-37.5040321350098	12	0	6	6	0.146134283056797
2883	-34.8463134765625	-37.4959373474121	12	0	6	6	0.140094027385131
2884	-44.4076881408691	-37.5041160583496	12	0	6	6	0.158436193377565
2885	-38.4697799682617	-37.4958648681641	12	0	6	6	0.146849174565153
2886	-37.5056571960449	-37.495849609375	12	0	6	6	0.145026126729729
2887	-39.9921455383301	-37.4958381652832	12	0	6	6	0.149766748867684
2888	-35.6122245788574	-37.5041618347168	12	0	6	6	0.141443007418089
2889	-40.6112785339355	-37.5042114257812	12	1	6	6	0.150905845725378
2890	-38.274242401123	-37.495777130127	12	0	6	6	0.146478509009515
2891	-31.9354515075684	-37.5042381286621	12	0	6	6	0.134802845778619
2892	-37.4523391723633	-37.4956321716309	12	0	6	6	0.144927383801054
2893	-37.4028663635254	-37.4956016540527	12	1	6	6	0.144834606972078
2894	-38.066837310791	-37.4955787658691	12	0	6	6	0.146086940807121
2895	-42.6640243530273	-37.5045433044434	12	0	6	6	0.15493749464124
2896	-36.4907112121582	-37.5046157836914	12	1	6	6	0.143066139672547
2897	-30.4756088256836	-37.5046577453613	12	1	6	6	0.132237731508201
2898	-39.6198196411133	-37.5046653747559	12	0	6	6	0.148985261453885
2899	-34.8758544921875	-37.4952697753906	12	1	6	6	0.140152599601296
2900	-41.5806083679199	-44.995792388916	12	0	6	6	0.105415249383758
2901	-36.181568145752	-45.0064735412598	12	0	6	6	0.0978828715043955
2902	-40.2634773254395	-44.9913787841797	12	0	6	6	0.103568845935197
2903	-29.7473182678223	-44.9795150756836	12	1	6	6	0.0897198174076134
2904	-37.4979133605957	-45.0754814147949	12	0	6	6	0.0993093492070804
2905	-32.2770843505859	-44.91748046875	12	0	6	6	0.0932016326228747
2906	-37.860668182373	-45.0995063781738	12	0	6	6	0.0996801542949894
2907	-33.7595634460449	-44.8973350524902	12	0	6	6	0.0952185803863494
2908	-35.9951019287109	-44.8853874206543	12	0	6	6	0.0982411333059797
2909	-36.9627380371094	-45.1260871887207	12	0	6	6	0.0983302158439491
2910	-40.3917541503906	-44.838695526123	12	0	6	6	0.10455909564039
2911	-42.8722763061523	-45.177417755127	12	0	6	6	0.10629337386696
2912	-39.8365325927734	-45.2041015625	12	0	6	6	0.101857987965078
2913	-41.1830902099609	-45.2081489562988	12	0	6	6	0.103720848267438
2914	-35.1387023925781	-44.7914962768555	12	0	6	6	0.0975647411693018
2915	-37.5735549926758	-45.2191886901855	12	0	6	6	0.0986834344280474
2916	-37.8968772888184	-44.7674598693848	12	1	6	6	0.101436132459034
2917	-34.2208290100098	-45.2347145080566	12	0	6	6	0.0941752261131018
2918	-36.8659324645996	-44.7631454467773	12	0	6	6	0.100041399900863
2919	-38.1631546020508	-45.2464942932129	12	0	6	6	0.0993430416406819
2920	-33.5553970336914	-44.7311210632324	12	1	6	6	0.095766715635826
2921	-37.4249839782715	-44.7194862365723	12	1	6	6	0.101032717531921
2922	-40.152099609375	-44.7134475708008	12	0	6	6	0.104885376920812
2923	-42.6488456726074	-44.6930313110352	12	0	6	6	0.108607598290277
2924	-35.7136917114258	-44.6911354064941	12	0	6	6	0.0988422690095534
2925	-32.1806030273438	-44.6508369445801	12	1	6	6	0.0943647577559398
2926	-33.033031463623	-44.6302299499512	12	0	6	6	0.0955769805871822
2927	-42.0012855529785	-45.3879776000977	12	0	6	6	0.103925203930279
2928	-39.5096817016602	-44.6093330383301	12	0	6	6	0.104526224369007
2929	-33.9052238464355	-44.6045341491699	12	0	6	6	0.0968546197150502
2930	-34.482105255127	-45.4109535217285	12	0	6	6	0.0936604550615854
2931	-41.3089332580566	-45.411563873291	12	0	6	6	0.102827362628196
2932	-39.105583190918	-44.5632820129395	12	0	6	6	0.104197724331911
2933	-38.3928718566895	-44.5413780212402	12	0	6	6	0.103307956516466
2934	-43.0509757995605	-44.5095863342285	12	0	6	6	0.110217672431058
2935	-28.9186401367188	-44.5008506774902	12	0	6	6	0.0909213000765451
2936	-42.4240417480469	-45.5066452026367	12	1	6	6	0.103894638400326
2937	-37.2144203186035	-44.4931488037109	12	1	6	6	0.10191393692767
2938	-40.7744140625	-44.485179901123	12	1	6	6	0.107008132263714
2939	-30.4876403808594	-44.4849395751953	12	0	6	6	0.0929843355741663
2940	-35.1849479675293	-44.4423332214355	12	0	6	6	0.0993881968904698
2941	-32.787467956543	-45.5618553161621	12	0	6	6	0.0907903682736749
2942	-37.9978103637695	-44.4358406066895	12	0	6	6	0.103308182011157
2943	-34.3235664367676	-45.5736885070801	12	0	6	6	0.092676064580734
2944	-44.5693054199219	-45.5900535583496	12	1	6	6	0.10651231043973
2945	-38.3887405395508	-44.4091835021973	12	0	6	6	0.103999959644819
2946	-41.3568077087402	-44.4082489013672	12	1	6	6	0.108276719900651
2947	-31.7353324890137	-44.4031066894531	12	0	6	6	0.0949921475832065
2948	-41.8506050109863	-45.6232376098633	12	1	6	6	0.102476556852964
2949	-29.3083038330078	-44.360523223877	12	0	6	6	0.0920754831033111
2950	-38.7837867736816	-45.6440010070801	12	0	6	6	0.0981709811141648
2951	-39.6395988464355	-45.6442031860352	12	0	6	6	0.0993255090642726
2952	-35.359203338623	-44.3495063781738	12	1	6	6	0.100099178553775
2953	-37.2623863220215	-44.3198890686035	12	0	6	6	0.102885621484259
2954	-40.8923377990723	-44.319034576416	12	0	6	6	0.108085882228927
2955	-32.9680023193359	-44.3094863891602	12	0	6	6	0.097077394525501
2956	-33.7890510559082	-44.3004417419434	12	0	6	6	0.0982202803247922
2957	-41.2131233215332	-44.2996559143066	12	0	6	6	0.108662559131169
2958	-37.7962265014648	-44.2967224121094	12	0	6	6	0.103757938705846
2959	-36.8804321289062	-44.2958450317383	12	0	6	6	0.102477554708514
2960	-36.4412460327148	-44.2896957397461	12	0	6	6	0.101898284097217
2961	-34.3799781799316	-45.7160797119141	12	0	6	6	0.0920695433251044
2962	-34.0767135620117	-44.2640953063965	12	0	6	6	0.0987912297978448
2963	-43.730541229248	-44.263843536377	12	0	6	6	0.11262068847972
2964	-35.9893226623535	-44.2607040405273	12	0	6	6	0.1014225405677
2965	-35.7734527587891	-45.7442893981934	12	1	6	6	0.0937159198227639
2966	-31.4996109008789	-44.2294845581055	12	0	6	6	0.0955341184569899
2967	-41.4794731140137	-44.2178153991699	12	1	6	6	0.109507184916628
2968	-39.1474189758301	-44.2104797363281	12	0	6	6	0.106143838325284
2969	-40.3038444519043	-44.1908874511719	12	0	6	6	0.107927142226215
2970	-37.0419960021973	-44.1802139282227	12	1	6	6	0.103310247438748
2971	-39.3904037475586	-45.824779510498	12	0	6	6	0.0980764971319908
2972	-36.9815101623535	-44.170295715332	12	0	6	6	0.103277443051692
2973	-38.6777114868164	-45.8333625793457	12	0	6	6	0.0970814098278366
2974	-40.1185989379883	-44.1615715026855	12	0	6	6	0.107816962498819
2975	-42.7466201782227	-44.1599388122559	12	0	6	6	0.111721958972646
2976	-37.3290023803711	-44.1417083740234	12	0	6	6	0.10391787117287
2977	-46.1241836547852	-44.1334228515625	12	0	6	6	0.117065129183167
2978	-34.761589050293	-44.1321258544922	12	0	6	6	0.100395374659338
2979	-41.7778053283691	-44.1282806396484	12	0	6	6	0.110448155029293
2980	-38.1660423278809	-44.1145401000977	12	1	6	6	0.105251673195541
2981	-38.5858039855957	-45.8897590637207	12	0	6	6	0.0966790534031431
2982	-42.4115333557129	-44.107780456543	12	0	6	6	0.111511698846127
2983	-29.470775604248	-45.9096794128418	12	0	6	6	0.0851687481363408
2984	-36.4331512451172	-44.0600357055664	12	0	6	6	0.103087277039826
2985	-43.4536170959473	-44.0582618713379	12	0	6	6	0.113370283302252
2986	-42.5127563476562	-44.0456886291504	12	0	6	6	0.11201437002924
2987	-38.5280838012695	-44.0413551330566	12	0	6	6	0.10616400887152
2988	-30.1145095825195	-44.0378456115723	12	1	6	6	0.094662704049011
2989	-34.5690879821777	-44.0358581542969	12	0	6	6	0.100625823712071
2990	-39.409294128418	-44.0332374572754	12	1	6	6	0.107483628198717
2991	-34.2210311889648	-44.0295448303223	12	0	6	6	0.100181258427734
2992	-38.8912239074707	-45.9836730957031	12	0	6	6	0.096617757768474
2993	-39.8582191467285	-45.9885292053223	12	0	6	6	0.097881529751887
2994	-41.4464683532715	-43.9933280944824	12	0	6	6	0.110707851186291
2995	-39.2799377441406	-43.9923057556152	12	0	6	6	0.107518457406932
2996	-35.6345291137695	-46.0084609985352	12	0	6	6	0.0922721911282736
2997	-44.5370216369629	-43.9888801574707	12	0	6	6	0.115434955896875
2998	-32.2262992858887	-43.980785369873	12	0	6	6	0.0977299582997745
2999	-38.9452323913574	-43.9632987976074	12	1	6	6	0.107189759887224
3000	-41.3373794555664	-14.9972724914551	6	1	7	7	0.313877798284238
3001	-35.0462379455566	-14.9969806671143	6	1	7	7	0.293699452781564
3002	-35.2433967590332	-14.9965553283691	6	1	7	7	0.294325363973438
3003	-43.7282791137695	-15.007698059082	6	1	7	7	0.321612791495295
3004	-35.3140449523926	-14.9917259216309	6	0	7	7	0.294605055884424
3005	-41.1965293884277	-14.9894962310791	6	1	7	7	0.313512850477265
3006	-32.7841835021973	-15.0106201171875	6	1	7	7	0.286472498888977
3007	-38.4006614685059	-15.0106201171875	6	1	7	7	0.304202322205468
3008	-38.4673500061035	-14.9893569946289	6	1	7	7	0.304672394500476
3009	-36.8843994140625	-14.9862174987793	6	1	7	7	0.29964603285311
3010	-30.2670936584473	-14.9854125976562	6	0	7	7	0.279018534075868
3011	-37.6458129882812	-15.0153274536133	6	1	7	7	0.301727352449645
3012	-35.5649375915527	-15.0165519714355	6	1	7	7	0.295103217488671
3013	-37.7248420715332	-14.9828948974609	6	0	7	7	0.302368592859211
3014	-33.3406639099121	-15.0181541442871	6	1	7	7	0.288113571273998
3015	-40.500171661377	-15.0203704833984	6	1	7	7	0.310867587144735
3016	-35.0563278198242	-14.9788970947266	6	1	7	7	0.293944400916475
3017	-35.5744819641113	-15.0222206115723	6	1	7	7	0.295066344463156
3018	-35.7068405151367	-15.0228462219238	6	1	7	7	0.295476811865865
3019	-33.7707023620605	-14.9748706817627	6	0	7	7	0.289959667755983
3020	-42.8095855712891	-15.0261116027832	6	0	7	7	0.318352279778485
3021	-34.656623840332	-14.9733352661133	6	0	7	7	0.292752815988917
3022	-33.9597015380859	-15.0267887115479	6	1	7	7	0.289942718807788
3023	-32.899543762207	-15.0273723602295	6	1	7	7	0.286635730442801
3024	-36.6498184204102	-15.0277309417725	6	0	7	7	0.298405632858677
3025	-36.9104423522949	-15.0282325744629	6	0	7	7	0.299228156506808
3026	-36.5164108276367	-14.9703941345215	6	1	7	7	0.298663969287407
3027	-36.7465553283691	-14.9673938751221	6	0	7	7	0.299431630414777
3028	-37.3742866516113	-15.0339813232422	6	1	7	7	0.300637234798617
3029	-33.5968742370605	-14.9655227661133	6	1	7	7	0.289526232030084
3030	-23.7561798095703	-15.0386219024658	6	1	7	7	0.259006022360821
3031	-33.7791366577148	-14.9606990814209	6	1	7	7	0.290151823928067
3032	-34.6158981323242	-14.9592247009277	6	1	7	7	0.292790878452027
3033	-38.0968246459961	-14.9561634063721	6	1	7	7	0.303881591069454
3034	-32.0503883361816	-14.9554557800293	6	1	7	7	0.284840290358909
3035	-39.2808074951172	-15.0447978973389	6	0	7	7	0.306623123542112
3036	-30.3668823242188	-14.9536418914795	6	1	7	7	0.279686713514639
3037	-41.7591209411621	-15.0479393005371	6	1	7	7	0.314636335687401
3038	-42.0123138427734	-14.9473533630371	6	1	7	7	0.31670071034836
3039	-34.1282119750977	-15.0532379150391	6	1	7	7	0.290159733430262
3040	-39.797908782959	-15.0536785125732	6	1	7	7	0.308186035880983
3041	-40.5837173461914	-14.9450149536133	6	0	7	7	0.312057584512167
3042	-38.3495712280273	-15.0551643371582	6	1	7	7	0.303503021238257
3043	-36.6810684204102	-15.0566177368164	6	0	7	7	0.298161341734654
3044	-36.5700035095215	-14.9429969787598	6	1	7	7	0.299160574543292
3045	-32.5220947265625	-15.0570030212402	6	1	7	7	0.285122939825182
3046	-34.3207702636719	-14.9421348571777	6	0	7	7	0.292065301931657
3047	-38.6059379577637	-15.0592746734619	6	0	7	7	0.304276420383104
3048	-39.147159576416	-14.9404048919678	6	0	7	7	0.307453664791296
3049	-32.8117218017578	-15.0600719451904	6	1	7	7	0.28598383635318
3050	-33.4609527587891	-14.9359283447266	6	0	7	7	0.289447920858012
3051	-39.0578727722168	-15.0665664672852	6	0	7	7	0.305641945282967
3052	-25.3199653625488	-14.9332008361816	6	1	7	7	0.264749732123541
3053	-36.9330291748047	-15.066858291626	6	0	7	7	0.298839976693351
3054	-33.7267723083496	-15.067663192749	6	0	7	7	0.288738528946416
3055	-41.5758590698242	-14.9308891296387	6	0	7	7	0.315471450142475
3056	-37.0037651062012	-15.07053565979	6	0	7	7	0.299021101019605
3057	-39.802791595459	-14.9290428161621	6	0	7	7	0.309713718330514
3058	-35.9974822998047	-14.9268760681152	6	1	7	7	0.297533974745414
3059	-30.4748573303223	-14.9268188476562	6	1	7	7	0.28032421508223
3060	-42.3635902404785	-15.0743827819824	6	0	7	7	0.316292321608024
3061	-35.0069770812988	-15.074520111084	6	0	7	7	0.292663079880935
3062	-34.4732322692871	-15.0750274658203	6	1	7	7	0.290983591582128
3063	-39.3833389282227	-15.0750503540039	6	0	7	7	0.306588418473902
3064	-36.9059677124023	-14.9226322174072	6	0	7	7	0.300473509963098
3065	-34.865234375	-15.0809688568115	6	1	7	7	0.292142325327741
3066	-38.1035270690918	-14.9163932800293	6	1	7	7	0.304381322775244
3067	-34.610408782959	-14.9159240722656	6	0	7	7	0.293283292807059
3068	-38.0159950256348	-15.0850162506104	6	1	7	7	0.302076553500418
3069	-36.9835777282715	-15.0865516662598	6	0	7	7	0.298766227656308
3070	-37.098747253418	-14.913402557373	6	0	7	7	0.301198998167414
3071	-37.4865646362305	-14.9112968444824	6	1	7	7	0.302464122096564
3072	-37.9943618774414	-15.0893936157227	6	1	7	7	0.301954937098029
3073	-29.5669441223145	-15.089693069458	6	1	7	7	0.275701937656297
3074	-27.9860343933105	-14.9099082946777	6	0	7	7	0.272960583540727
3075	-38.0263938903809	-14.9096336364746	6	1	7	7	0.304214884386668
3076	-34.6953239440918	-14.9087448120117	6	1	7	7	0.29363498904241
3077	-32.1639022827148	-15.0920486450195	6	1	7	7	0.283611809774665
3078	-35.4371223449707	-14.907678604126	6	0	7	7	0.295987351551762
3079	-35.6868057250977	-14.9063186645508	6	1	7	7	0.296793460700115
3080	-36.5297470092773	-14.9054832458496	6	1	7	7	0.299479492478065
3081	-37.8180465698242	-14.904655456543	6	0	7	7	0.30360600918605
3082	-41.3990364074707	-15.0964965820312	6	0	7	7	0.312866046729064
3083	-38.4450569152832	-14.9018363952637	6	1	7	7	0.305655062422945
3084	-37.3870391845703	-15.0994110107422	6	1	7	7	0.299896818586703
3085	-36.9976806640625	-14.8997936248779	6	1	7	7	0.301039025461238
3086	-37.2361907958984	-15.1008415222168	6	0	7	7	0.299399467188681
3087	-39.9655075073242	-14.8987197875977	6	1	7	7	0.310610549088603
3088	-31.3861694335938	-14.8985977172852	6	1	7	7	0.283447575241301
3089	-35.2528648376465	-14.8953857421875	6	1	7	7	0.295550548137219
3090	-33.4838752746582	-14.8938522338867	6	1	7	7	0.29001144458548
3091	-26.1048812866211	-14.8933334350586	6	1	7	7	0.26751794468388
3092	-37.0047378540039	-15.1074695587158	6	1	7	7	0.298584526147003
3093	-22.8359146118164	-14.89035987854	6	1	7	7	0.25794449529835
3094	-39.6352386474609	-14.8897571563721	6	0	7	7	0.309647442280803
3095	-37.2505645751953	-15.1112689971924	6	1	7	7	0.299320944464551
3096	-41.2495269775391	-15.1135673522949	6	1	7	7	0.312170309386619
3097	-38.079948425293	-15.1149196624756	6	1	7	7	0.301922944008721
3098	-36.8344459533691	-14.8849258422852	6	0	7	7	0.300695773510199
3099	-37.7039413452148	-15.1151218414307	6	1	7	7	0.300719527753427
3100	-39.0907783508301	-22.5	6	0	7	7	0.224015830050182
3101	-28.2245330810547	-22.4999961853027	6	1	7	7	0.196663971611155
3102	-38.8018989562988	-22.4999961853027	6	0	7	7	0.223254907645617
3103	-35.2863159179688	-22.4999923706055	6	0	7	7	0.21414216069299
3104	-35.0833435058594	-22.4999923706055	6	1	7	7	0.213624386873675
3105	-30.981559753418	-22.5000076293945	6	0	7	7	0.203356298780095
3106	-39.6560897827148	-22.5000076293945	6	0	7	7	0.225510217725666
3107	-40.2780151367188	-22.5000114440918	6	0	7	7	0.227162455791325
3108	-35.9583168029785	-22.5000152587891	6	0	7	7	0.215862696256812
3109	-30.5317001342773	-22.5000190734863	6	1	7	7	0.202252730147466
3110	-34.0269737243652	-22.4999771118164	6	1	7	7	0.210944510079217
3111	-36.3172187805176	-22.4999732971191	6	0	7	7	0.216786217163339
3112	-38.5729866027832	-22.5000267028809	6	0	7	7	0.222652920733216
3113	-41.3381576538086	-22.5000267028809	6	1	7	7	0.229998451354512
3114	-42.0521507263184	-22.5000343322754	6	0	7	7	0.231922430232321
3115	-46.4708290100098	-22.5000419616699	6	0	7	7	0.24407833281168
3116	-36.3526153564453	-22.4999504089355	6	0	7	7	0.216877634635396
3117	-38.321949005127	-22.4999504089355	6	0	7	7	0.221995159242191
3118	-38.0531616210938	-22.499942779541	6	0	7	7	0.221291705944084
3119	-39.2778663635254	-22.499942779541	6	1	7	7	0.224510202771853
3120	-39.9366493225098	-22.500057220459	6	1	7	7	0.226254033709582
